,km,nq,yd,gk,yj,tq,nb,re,ui,fd,ii,es,fb,hm,kv,tk,aa,lx,xe,gg,lu,fl,jg,fy,ti,dn,pa,qd,bc,od,vp,la,oo,sh,kg,lo,so,sn,ne,nm,vg,fc,aq,label
713,55,55,58,87,38,79,51,96,94,25,10,75,3,42,3,32,3,51,58,12,85,74,94,19,52,13,80,42,90,86,95,63,46,13,36,7,28,43,32,20,49,9,50,Non Kosher
714,16,26,22,48,65,9,49,0,32,28,97,57,23,65,7,34,93,78,51,13,78,21,96,15,50,21,78,21,35,89,58,95,21,6,91,100,10,33,17,12,50,49,88,Non Kosher
715,3,26,64,14,30,48,12,58,99,43,36,58,64,72,50,73,98,59,24,68,33,59,75,44,1,63,64,86,75,41,32,95,10,9,27,59,23,27,96,8,38,20,87,Non Kosher
716,52,98,61,30,59,21,28,16,65,89,98,100,71,47,21,29,48,36,90,89,43,23,37,66,30,27,39,12,4,73,80,43,27,49,94,15,55,53,53,54,45,45,32,Kosher LeMehadrin
717,70,20,25,57,90,54,99,89,23,97,96,79,61,80,58,76,92,83,98,95,5,6,15,88,5,47,24,77,79,7,85,73,40,25,47,9,76,62,24,31,81,48,53,Non Kosher
718,29,82,60,23,28,72,57,17,1,45,27,15,53,51,12,14,10,1,33,36,44,73,45,47,66,45,42,16,53,16,79,46,15,2,3,61,32,15,1,19,62,63,76,Kosher LeMehadrin
719,15,40,67,100,30,29,47,83,82,19,47,97,73,3,47,23,63,24,32,62,71,91,83,63,51,20,92,32,63,14,43,90,80,88,76,40,83,50,7,100,19,39,85,Non Kosher
720,85,59,66,1,86,13,45,80,66,68,39,94,97,78,53,37,21,69,48,37,56,35,44,47,57,100,45,84,53,48,51,14,81,9,33,66,8,37,21,27,96,80,54,Kosher LeMehadrin
721,22,91,85,77,38,83,88,72,51,46,7,25,22,18,22,100,12,28,80,67,25,68,44,27,73,72,10,22,53,43,77,10,26,0,74,72,99,68,40,26,68,84,53,Glatt Kosher
722,48,98,88,63,50,13,82,19,49,23,77,25,3,84,34,60,57,46,4,14,69,50,67,91,56,20,94,54,82,80,79,32,50,28,71,24,55,2,31,9,12,22,63,Glatt Kosher
723,46,91,47,56,49,88,27,63,20,62,79,84,73,94,10,26,20,33,48,64,32,62,47,45,29,100,17,50,0,63,90,93,5,95,96,20,81,58,91,51,66,42,8,Non Kosher
724,91,97,12,2,42,29,92,81,89,44,66,63,80,66,10,24,49,32,71,51,42,51,3,11,98,2,42,13,5,97,10,55,71,58,46,51,4,63,62,97,97,77,1,Non Kosher
725,49,33,85,18,10,68,15,74,78,40,7,10,60,80,83,19,30,95,19,78,0,49,53,57,64,65,89,67,84,42,8,14,74,88,49,77,73,29,90,75,55,13,56,Kosher LeMehadrin
726,97,96,1,36,93,62,0,87,86,83,63,44,11,16,23,75,6,38,22,99,79,84,84,84,8,90,83,41,70,75,36,35,90,64,93,83,20,89,89,5,10,70,8,Glatt Kosher
727,60,50,10,55,95,30,46,81,15,51,50,60,13,78,23,30,25,39,46,43,48,42,73,97,83,25,63,63,33,37,11,18,8,96,41,52,77,56,0,24,72,66,96,Kosher LeMehadrin
728,82,24,31,17,98,44,68,37,70,40,5,72,46,8,91,2,0,33,70,9,15,74,81,17,18,71,63,72,23,98,100,31,97,50,98,64,18,20,39,28,94,18,56,Kosher LeMehadrin
729,73,77,51,14,55,67,75,75,98,18,39,99,40,18,94,65,96,42,30,91,91,14,2,5,47,39,83,75,24,87,72,77,50,97,74,28,70,8,7,65,18,95,12,Non Kosher
730,56,3,51,69,14,29,42,50,20,38,75,85,17,32,86,57,33,49,42,9,85,69,49,89,44,17,52,41,24,20,81,4,61,34,30,74,54,70,82,57,10,94,25,Glatt Kosher
731,53,27,9,70,33,71,71,44,100,22,75,53,33,82,26,57,13,14,64,0,65,51,47,44,31,27,98,75,99,19,14,77,45,34,39,63,44,72,20,13,48,41,97,Non Kosher
732,17,51,53,84,1,50,58,73,90,100,56,95,53,32,77,99,33,44,58,49,83,57,60,55,96,95,35,82,19,23,44,73,89,12,9,5,36,46,99,64,67,25,22,Non Kosher
733,64,21,14,55,99,77,70,96,12,26,3,34,62,63,19,7,16,11,75,48,63,61,88,67,78,55,98,5,73,91,59,85,21,84,84,96,13,91,28,70,30,96,85,OU Kosher
734,45,73,70,53,82,98,95,77,89,15,47,29,5,80,6,44,98,60,8,91,38,30,94,19,56,7,38,25,31,27,11,8,36,24,84,39,42,44,34,56,30,76,80,Kosher LeMehadrin
735,1,5,80,46,98,77,22,49,98,32,11,26,66,43,90,45,23,87,77,56,86,69,84,48,31,30,83,79,31,38,23,73,74,42,62,7,93,7,99,93,4,91,75,OU Kosher
736,54,70,41,17,54,82,70,66,36,98,77,25,100,79,35,80,76,81,91,8,48,64,15,19,6,57,8,16,100,65,1,83,82,60,91,28,77,96,95,74,16,88,3,OU Kosher
737,18,3,24,100,11,43,18,37,47,95,63,41,61,23,25,21,87,99,25,47,96,9,15,38,79,94,61,41,16,31,57,34,96,43,60,78,37,59,28,62,26,45,91,Kosher LeMehadrin
738,32,62,24,19,40,84,80,8,32,62,36,14,51,44,69,69,80,46,73,81,25,85,21,12,63,100,5,69,36,77,94,93,67,17,55,28,60,10,55,43,9,88,62,OU Kosher
739,33,20,62,80,81,84,83,15,0,23,83,18,92,7,47,17,92,36,28,96,88,20,69,95,56,88,52,25,82,53,36,37,1,26,37,72,65,5,42,95,78,4,65,Kosher LeMehadrin
740,48,76,12,76,50,56,15,3,99,97,75,22,58,77,89,15,67,6,37,78,26,29,87,2,28,88,66,23,60,92,60,76,3,63,13,40,51,4,89,86,48,83,39,OU Kosher
741,79,92,63,33,68,49,7,10,60,51,19,2,74,87,26,14,86,36,14,93,34,67,74,95,28,16,71,90,86,67,28,19,86,69,86,49,84,42,81,12,46,9,35,Kosher LeMehadrin
742,51,95,67,26,11,79,5,45,43,62,69,100,23,74,30,37,78,62,23,34,37,98,73,97,88,52,9,65,94,13,99,87,6,33,19,89,76,99,89,35,79,80,54,Non Kosher
743,26,88,85,33,6,55,1,96,59,42,9,86,93,79,26,44,40,57,100,39,77,90,2,20,6,14,0,75,95,79,69,93,43,41,87,63,24,73,9,97,16,54,83,Non Kosher
744,82,15,39,9,93,39,79,88,27,0,86,32,50,5,3,60,60,28,61,79,26,19,36,70,72,84,45,45,93,14,33,89,10,20,69,10,36,39,31,84,69,52,38,OU Kosher
745,17,76,95,78,12,63,36,8,38,50,79,11,99,53,70,94,28,32,57,68,98,3,64,5,35,27,93,94,77,17,23,70,9,26,46,48,13,78,47,97,31,17,79,OU Kosher
746,20,94,11,68,94,52,41,21,23,64,50,23,41,51,31,17,34,38,14,81,5,72,78,11,81,23,83,93,39,33,95,63,71,65,58,99,68,34,30,4,53,41,70,OU Kosher
747,94,12,19,3,27,27,10,91,32,83,64,75,52,99,21,67,55,9,56,71,61,70,76,11,25,2,5,74,97,7,82,48,8,5,50,63,71,55,34,0,37,33,46,Glatt Kosher
748,82,16,5,19,92,7,71,17,33,89,100,44,59,21,83,14,37,98,54,85,88,96,86,16,27,79,80,80,40,6,7,100,0,2,62,97,41,13,83,74,14,13,84,OU Kosher
749,32,54,63,65,26,71,68,99,39,26,48,38,52,68,46,88,32,83,91,32,87,9,9,44,87,50,55,97,53,23,11,92,97,1,79,72,99,33,5,91,55,25,57,OU Kosher
750,38,91,65,98,81,42,33,77,8,17,70,49,3,51,59,35,21,35,6,2,60,60,58,9,44,67,60,29,97,72,26,71,75,97,38,85,54,43,42,15,7,81,66,OU Kosher
751,91,47,52,32,13,95,8,30,3,74,35,2,14,23,16,38,36,82,22,73,17,44,5,96,38,8,67,92,29,70,22,13,28,49,69,9,92,54,73,31,87,54,90,Kosher LeMehadrin
752,94,42,39,18,42,40,80,3,74,23,2,60,30,8,81,23,75,89,16,27,2,73,75,73,47,95,97,61,29,69,47,38,72,75,47,97,23,98,47,41,49,66,94,Kosher LeMehadrin
753,34,87,24,63,21,27,61,65,47,2,30,62,90,26,61,79,16,7,70,60,69,0,45,21,59,69,29,44,96,47,50,3,67,62,62,25,62,10,1,63,88,79,50,Glatt Kosher
754,2,14,46,97,70,20,9,71,90,96,74,31,58,64,69,61,10,78,45,68,23,38,36,99,6,100,24,49,64,57,74,55,9,39,4,97,45,4,60,9,44,81,66,OU Kosher
755,9,76,62,22,6,54,78,13,65,94,69,27,97,39,86,76,10,100,9,41,92,62,96,20,73,44,67,6,24,76,5,37,96,95,53,89,84,78,12,94,33,5,47,Glatt Kosher
756,52,72,77,75,77,88,18,33,61,76,55,56,12,75,34,67,33,74,70,10,48,40,34,17,95,79,59,28,47,44,87,0,69,41,96,32,77,1,64,24,62,31,57,Glatt Kosher
757,87,48,75,59,51,17,62,32,69,30,29,8,87,36,13,25,63,58,77,66,38,26,32,63,7,73,29,78,81,55,72,45,20,65,68,70,83,69,15,19,88,94,51,Kosher LeMehadrin
758,2,13,79,21,43,55,92,94,34,4,70,17,96,69,78,54,40,64,17,11,81,72,81,60,70,62,46,90,25,55,21,80,20,27,35,82,88,37,59,12,81,26,94,OU Kosher
759,64,100,39,53,60,75,34,34,21,29,55,36,76,63,41,32,52,15,95,69,76,22,99,99,98,57,51,49,13,54,26,5,75,57,47,36,46,95,45,37,15,8,6,Kosher LeMehadrin
760,16,5,88,20,94,99,72,51,100,93,91,38,81,76,92,21,52,57,29,34,13,97,13,38,95,65,3,1,48,61,30,26,70,89,53,34,6,55,18,39,33,68,96,Kosher LeMehadrin
761,35,6,43,61,85,37,71,57,61,37,17,39,49,69,66,77,80,0,49,24,71,87,17,25,30,89,23,87,68,64,51,21,96,38,40,97,53,9,96,89,10,52,31,Glatt Kosher
762,17,31,24,31,84,87,0,0,65,53,47,67,47,90,85,4,40,95,74,62,0,72,99,76,42,46,16,30,60,90,5,32,89,18,71,2,86,90,27,73,56,91,98,Kosher LeMehadrin
763,45,75,1,33,38,18,70,83,85,76,1,66,85,94,96,19,48,48,94,5,10,70,8,4,7,29,36,43,29,38,42,58,87,82,63,17,39,18,44,40,27,42,9,Non Kosher
764,77,97,5,1,71,53,32,44,49,100,0,46,15,53,27,83,21,30,20,41,56,24,73,97,43,10,76,35,90,7,40,70,83,24,40,76,17,90,30,67,76,49,53,OU Kosher
765,32,50,40,59,56,26,64,59,40,93,51,88,22,56,26,25,92,1,45,85,51,42,11,68,5,57,50,59,100,60,40,88,24,78,51,29,64,58,98,43,49,95,90,Non Kosher
766,41,74,12,7,68,16,5,65,31,25,70,71,81,72,99,21,0,4,60,10,33,39,17,44,45,58,54,32,94,53,50,51,14,25,66,89,12,67,7,41,3,65,87,Non Kosher
767,27,81,36,11,86,38,15,43,42,82,5,83,73,15,90,38,77,68,97,6,40,1,28,60,68,59,17,20,91,18,18,32,58,31,59,30,68,97,84,20,14,85,74,Kosher LeMehadrin
768,28,34,18,49,90,98,89,92,29,61,99,87,25,67,49,22,74,96,59,70,20,65,15,90,36,28,86,28,35,41,61,33,92,1,28,16,14,45,8,65,83,17,14,Kosher LeMehadrin
769,44,60,69,100,7,93,19,82,69,71,74,43,31,57,80,19,61,92,49,48,80,17,8,20,14,66,87,41,45,73,85,23,21,2,66,18,89,54,41,82,21,36,27,Kosher LeMehadrin
770,74,20,45,59,12,51,74,35,11,15,48,89,51,37,21,72,62,62,44,84,75,37,91,59,80,77,20,53,83,68,85,57,19,56,70,62,53,90,29,7,21,82,98,Non Kosher
771,20,46,9,31,63,94,54,20,24,16,98,60,38,50,64,65,63,93,80,70,12,46,24,42,8,6,48,93,53,9,23,58,98,20,91,10,17,0,9,74,60,55,47,Non Kosher
772,10,18,97,7,54,41,96,40,66,4,89,33,87,27,83,51,59,70,86,38,21,72,90,2,56,56,70,21,66,74,14,68,21,35,46,37,96,22,76,21,17,60,22,OU Kosher
773,38,91,40,19,20,76,30,67,77,19,87,97,31,9,55,46,14,41,56,48,44,52,86,34,70,15,10,79,2,83,3,71,86,95,48,64,48,0,46,20,74,66,2,Non Kosher
774,41,3,5,98,83,97,76,51,59,16,35,30,48,93,79,7,59,77,57,81,38,69,74,47,48,86,92,15,43,52,100,49,3,87,62,64,79,89,24,80,24,47,48,Kosher LeMehadrin
775,39,9,94,24,44,12,82,16,60,61,42,97,52,21,80,91,9,97,42,56,38,41,9,68,37,31,4,52,94,47,79,49,74,29,72,71,68,84,76,87,72,43,80,Glatt Kosher
776,16,72,26,66,73,37,48,37,12,22,11,28,50,19,52,32,97,38,78,67,33,37,17,55,2,82,32,74,98,51,88,91,60,32,41,49,36,11,61,6,0,3,16,OU Kosher
777,68,57,84,69,7,99,95,8,76,32,36,3,60,82,40,96,37,72,57,18,18,70,49,16,46,4,64,76,44,53,65,17,42,19,61,39,8,19,80,94,98,4,100,Glatt Kosher
778,25,83,51,75,100,27,94,45,93,21,1,7,67,58,5,65,74,68,98,90,82,69,71,42,7,37,54,84,42,80,98,61,6,78,45,84,6,57,58,83,95,48,30,OU Kosher
779,15,48,56,14,69,74,82,76,2,96,73,6,34,62,66,34,30,27,21,30,0,99,30,44,86,63,39,69,83,72,13,84,76,87,98,97,23,10,30,31,34,59,58,OU Kosher
780,17,12,24,11,30,51,40,96,57,11,21,62,26,1,54,62,94,30,92,93,89,22,56,99,43,86,15,19,5,89,74,14,58,75,99,69,16,16,8,18,85,52,8,Glatt Kosher
781,91,26,98,44,17,80,54,64,84,30,24,69,61,26,43,52,50,39,19,70,59,81,94,57,61,29,82,61,85,23,42,100,100,34,67,17,14,77,54,60,90,79,78,Non Kosher
782,13,79,88,38,81,62,74,54,32,83,41,16,87,37,93,1,83,7,26,17,29,31,46,82,25,0,80,11,89,1,59,87,100,35,59,87,25,99,36,60,8,32,48,OU Kosher
783,90,29,18,58,78,9,7,5,39,79,2,52,41,90,88,48,44,53,48,54,56,85,44,25,40,53,94,98,28,33,11,52,32,60,74,89,34,34,39,81,13,6,91,Non Kosher
784,4,1,95,75,97,16,57,91,50,51,9,41,86,55,68,67,25,95,64,60,62,44,85,12,4,94,70,9,41,28,6,54,14,79,76,1,61,97,3,89,70,36,14,OU Kosher
785,11,35,62,60,73,1,89,58,35,92,59,41,93,25,5,10,50,4,57,52,17,69,56,28,49,78,61,11,41,22,87,72,53,83,41,47,16,77,75,61,27,96,82,OU Kosher
786,66,39,4,87,30,68,92,63,16,36,18,99,57,58,50,41,77,81,71,98,23,19,79,48,25,83,9,64,69,39,70,52,93,70,59,56,75,17,35,3,80,20,12,Non Kosher
787,89,85,55,40,93,20,50,19,18,24,49,11,36,22,68,14,0,29,78,19,49,75,66,76,9,81,32,71,10,49,87,79,11,45,9,70,98,11,64,75,49,79,80,OU Kosher
788,49,41,57,31,64,15,77,66,100,90,91,64,47,68,37,56,93,40,4,88,39,93,33,86,72,44,24,36,18,36,40,2,46,17,35,9,79,48,90,97,20,60,61,Glatt Kosher
789,48,90,0,73,73,16,60,94,69,25,58,24,3,2,24,47,21,91,79,1,97,53,89,19,91,61,51,30,100,17,49,13,16,48,67,37,18,8,81,51,61,17,45,Kosher LeMehadrin
790,63,28,52,96,99,65,43,35,9,74,41,9,97,85,22,67,91,73,9,67,73,18,73,21,90,90,77,87,38,33,58,78,34,54,26,28,69,39,51,16,52,20,82,OU Kosher
791,43,11,75,96,58,59,18,80,54,70,66,88,91,67,83,13,35,5,63,1,94,15,28,54,0,87,67,94,16,25,54,42,61,36,95,63,5,80,96,12,85,61,76,Kosher LeMehadrin
792,67,63,22,80,0,61,95,79,72,76,29,77,38,87,65,32,14,18,91,9,63,50,71,73,92,88,65,51,47,90,63,94,82,23,68,48,17,9,34,17,40,31,42,Non Kosher
793,12,21,87,22,1,30,73,34,14,71,92,68,21,48,62,34,52,55,45,19,94,50,16,51,21,40,39,44,13,41,56,43,19,56,39,91,77,53,79,9,0,96,81,Kosher LeMehadrin
794,10,59,30,69,17,7,66,14,12,48,65,100,96,62,25,17,94,78,16,71,29,37,9,85,85,96,76,11,9,21,21,17,36,75,62,20,19,52,91,40,55,53,35,Kosher LeMehadrin
795,99,4,19,23,23,37,36,49,45,83,66,80,8,58,88,6,41,94,53,12,89,97,73,92,69,76,60,41,100,73,3,21,80,89,55,92,14,35,16,83,17,58,30,Kosher LeMehadrin
796,36,31,66,40,17,27,15,90,65,38,84,99,98,72,78,13,83,17,53,30,71,3,72,54,60,8,44,92,32,65,30,33,89,97,84,49,71,62,40,14,68,45,92,Kosher LeMehadrin
797,100,33,100,54,42,32,64,31,42,85,8,32,95,99,59,42,88,91,23,25,90,11,12,33,60,44,95,25,21,3,28,80,19,48,19,92,11,20,69,33,65,81,20,OU Kosher
798,81,53,6,59,9,4,35,31,18,99,83,33,84,93,9,88,63,18,8,24,66,27,34,7,57,21,97,39,71,33,11,59,44,34,18,27,76,15,81,9,64,87,29,OU Kosher
799,5,100,1,80,81,10,6,42,54,11,88,66,60,81,79,46,12,20,40,20,92,49,72,99,48,83,21,42,25,81,41,22,25,51,88,45,66,95,9,64,58,38,41,Kosher LeMehadrin
